#configname,clex_mut
SCEL8_8_1_1_0_0_3/8,-0.368121848406
SCEL8_8_1_1_0_0_3/9,-0.309486701373
SCEL8_8_1_1_0_0_5/0,-0.154342257356
SCEL8_8_1_1_0_0_5/1,-0.252387943151
SCEL8_8_1_1_0_0_5/10,-0.315732837451
SCEL8_8_1_1_0_0_5/11,-0.348706606709
SCEL8_8_1_1_0_0_5/12,-0.313156721485
SCEL8_8_1_1_0_0_5/13,-0.359545545322
SCEL8_8_1_1_0_0_5/14,-0.258289909331
SCEL8_8_1_1_0_0_5/15,-0.397104336038
SCEL8_8_1_1_0_0_5/16,-0.282872131915
SCEL8_8_1_1_0_0_5/17,-0.153638514027
SCEL8_8_1_1_0_0_5/2,-0.262561286245
SCEL8_8_1_1_0_0_5/3,-0.298425022543
SCEL8_8_1_1_0_0_5/4,-0.310460724378
SCEL8_8_1_1_0_0_5/5,-0.304500319878
SCEL8_8_1_1_0_0_5/6,-0.332902332642
SCEL8_8_1_1_0_0_5/7,-0.381552952143
SCEL8_8_1_1_0_0_5/8,-0.375540734123
SCEL8_8_1_1_0_0_5/9,-0.340684225854
SCEL8_8_1_1_0_0_6/0,-0.131556435114
SCEL8_8_1_1_0_0_6/1,-0.198189850997
SCEL8_8_1_1_0_0_6/10,-0.341918002789
SCEL8_8_1_1_0_0_6/11,-0.218629410507
SCEL8_8_1_1_0_0_6/12,-0.362389558113
SCEL8_8_1_1_0_0_6/13,-0.335438174
SCEL8_8_1_1_0_0_6/14,-0.373308962202
SCEL8_8_1_1_0_0_6/15,-0.295184927533
SCEL8_8_1_1_0_0_6/16,-0.343662627904
SCEL8_8_1_1_0_0_6/17,-0.193305512608
SCEL8_8_1_1_0_0_6/18,-0.383709400378
SCEL8_8_1_1_0_0_6/19,-0.333610434409
SCEL8_8_1_1_0_0_6/2,-0.230765148439
SCEL8_8_1_1_0_0_6/20,-0.394224768916
SCEL8_8_1_1_0_0_6/21,-0.246138453344
SCEL8_8_1_1_0_0_6/22,-0.308155485012
SCEL8_8_1_1_0_0_6/23,-0.151989894479
SCEL8_8_1_1_0_0_6/3,-0.207946000527
SCEL8_8_1_1_0_0_6/4,-0.266003429995
SCEL8_8_1_1_0_0_6/5,-0.296502667495
SCEL8_8_1_1_0_0_6/6,-0.209673870913
SCEL8_8_1_1_0_0_6/7,-0.326176413834
SCEL8_8_1_1_0_0_6/8,-0.321777929779
SCEL8_8_1_1_0_0_6/9,-0.288753261284
SCEL8_8_1_1_0_0_7/0,-0.12278294171
SCEL8_8_1_1_0_0_7/1,-0.131358209132
SCEL8_8_1_1_0_0_7/10,-0.243282184969
SCEL8_8_1_1_0_0_7/11,-0.123064419456
SCEL8_8_1_1_0_0_7/12,-0.36232729349
SCEL8_8_1_1_0_0_7/13,-0.240695055273
SCEL8_8_1_1_0_0_7/14,-0.366290937053
SCEL8_8_1_1_0_0_7/15,-0.235793169294
SCEL8_8_1_1_0_0_7/16,-0.251620024966
SCEL8_8_1_1_0_0_7/17,-0.1177648766
SCEL8_8_1_1_0_0_7/18,-0.360900725314
SCEL8_8_1_1_0_0_7/19,-0.356764759694
SCEL8_8_1_1_0_0_7/2,-0.236636892115
SCEL8_8_1_1_0_0_7/20,-0.362866087994
SCEL8_8_1_1_0_0_7/21,-0.242230199621
SCEL8_8_1_1_0_0_7/22,-0.245256849211
SCEL8_8_1_1_0_0_7/23,-0.128152818595
SCEL8_8_1_1_0_0_7/3,-0.119096097975
SCEL8_8_1_1_0_0_7/4,-0.246843848776
SCEL8_8_1_1_0_0_7/5,-0.235282961383
SCEL8_8_1_1_0_0_7/6,-0.120765508812
SCEL8_8_1_1_0_0_7/7,-0.259335394106
SCEL8_8_1_1_0_0_7/8,-0.362203943293
SCEL8_8_1_1_0_0_7/9,-0.255039010217
SCEL8_8_1_1_0_1_0/0,-0.138470599013
SCEL8_8_1_1_0_1_0/1,-0.177701726027
SCEL8_8_1_1_0_1_0/10,-0.34079027242
SCEL8_8_1_1_0_1_0/11,-0.177951937368
SCEL8_8_1_1_0_1_0/12,-0.387381638492
SCEL8_8_1_1_0_1_0/13,-0.327417295956
SCEL8_8_1_1_0_1_0/14,-0.411908254855
SCEL8_8_1_1_0_1_0/15,-0.279773108116
SCEL8_8_1_1_0_1_0/16,-0.351127563913
SCEL8_8_1_1_0_1_0/17,-0.195067489812
SCEL8_8_1_1_0_1_0/18,-0.384756609534
SCEL8_8_1_1_0_1_0/19,-0.396713937544
SCEL8_8_1_1_0_1_0/2,-0.257458054993
SCEL8_8_1_1_0_1_0/20,-0.407487166875
SCEL8_8_1_1_0_1_0/21,-0.271686259982
SCEL8_8_1_1_0_1_0/22,-0.302702554631
SCEL8_8_1_1_0_1_0/23,-0.158826424769
SCEL8_8_1_1_0_1_0/3,-0.177103511151
SCEL8_8_1_1_0_1_0/4,-0.276988091106
SCEL8_8_1_1_0_1_0/5,-0.287022452586
SCEL8_8_1_1_0_1_0/6,-0.167018339807
SCEL8_8_1_1_0_1_0/7,-0.338193647506
SCEL8_8_1_1_0_1_0/8,-0.383794445305
SCEL8_8_1_1_0_1_0/9,-0.317517754324
SCEL8_8_1_1_0_4_3/0,-0.169431844949
SCEL8_8_1_1_0_4_3/1,-0.288477406046
SCEL8_8_1_1_0_4_3/10,-0.422602231462
SCEL8_8_1_1_0_4_3/11,-0.358862903289
SCEL8_8_1_1_0_4_3/12,-0.426539581417
SCEL8_8_1_1_0_4_3/13,-0.306283283919
SCEL8_8_1_1_0_4_3/14,-0.318766731269
SCEL8_8_1_1_0_4_3/15,-0.440484392447
SCEL8_8_1_1_0_4_3/16,-0.400822746697
SCEL8_8_1_1_0_4_3/17,-0.205690604345
SCEL8_8_1_1_0_4_3/2,-0.338955800846
SCEL8_8_1_1_0_4_3/3,-0.38817952841
SCEL8_8_1_1_0_4_3/4,-0.401517382427
SCEL8_8_1_1_0_4_3/5,-0.451700971059
SCEL8_8_1_1_0_4_3/6,-0.301948177645
SCEL8_8_1_1_0_4_3/7,-0.416284973316
SCEL8_8_1_1_0_4_3/8,-0.416103753742
SCEL8_8_1_1_0_4_3/9,-0.35660148265
SCEL8_8_1_1_0_5_2/0,-0.16761304201
SCEL8_8_1_1_0_5_2/1,-0.259936109505
SCEL8_8_1_1_0_5_2/10,-0.410740572231
SCEL8_8_1_1_0_5_2/11,-0.303057813031
SCEL8_8_1_1_0_5_2/12,-0.39252699082
SCEL8_8_1_1_0_5_2/13,-0.401503470216
SCEL8_8_1_1_0_5_2/14,-0.429047687584
SCEL8_8_1_1_0_5_2/15,-0.363165353848
SCEL8_8_1_1_0_5_2/16,-0.412024957153
SCEL8_8_1_1_0_5_2/17,-0.277341825545
SCEL8_8_1_1_0_5_2/18,-0.406837823736
SCEL8_8_1_1_0_5_2/19,-0.442068772513
SCEL8_8_1_1_0_5_2/2,-0.289041666092
SCEL8_8_1_1_0_5_2/20,-0.424524832522
SCEL8_8_1_1_0_5_2/21,-0.3225671263
SCEL8_8_1_1_0_5_2/22,-0.336592979864
SCEL8_8_1_1_0_5_2/23,-0.195006826967
SCEL8_8_1_1_0_5_2/3,-0.307568233502
SCEL8_8_1_1_0_5_2/4,-0.299917080744
SCEL8_8_1_1_0_5_2/5,-0.348569708689
SCEL8_8_1_1_0_5_2/6,-0.309051643802
SCEL8_8_1_1_0_5_2/7,-0.387933585387
SCEL8_8_1_1_0_5_2/8,-0.405957660323
SCEL8_8_1_1_0_5_2/9,-0.395906843059
